income,loan_amount,employment_years,age,credit_score,existing_loans,dependents,loan_term_months,interest_rate,late_payments,credit_utilization,savings_balance,checking_balance,has_credit_card,has_mortgage,default
55935,48300,34,65,558,3,3,60,18.67,8,0.86,458963,119630,1,1,1
218087,539606,33,60,415,7,1,12,10.52,2,0.39,385008,193261,0,0,1
25523,92224,38,62,488,3,0,12,9.46,5,0.27,150523,59758,1,0,1
102139,558570,31,55,738,0,0,36,13.77,9,0.95,81378,187875,0,0,1
73349,354058,20,56,628,7,1,60,24.31,5,0.67,336898,156497,0,1,1
157989,23076,20,30,805,6,1,12,14.33,9,0.22,218452,166270,1,0,0
87585,926047,22,49,405,7,2,36,11.5,2,0.25,406933,750,0,0,1
187625,325044,35,56,392,4,2,48,21.26,7,1.0,275391,106411,0,0,1
224265,490974,14,36,699,7,1,12,15.12,4,0.63,378041,147483,1,0,1
138600,335056,0,68,864,6,0,24,13.68,4,0.56,37199,101010,1,0,1
61730,641924,28,47,669,5,0,48,8.58,4,0.75,454133,127435,0,0,1
40679,96649,29,58,450,1,2,48,6.36,5,0.49,32241,111525,1,0,1
116200,267542,18,49,803,4,4,48,20.55,1,0.35,110208,28106,0,0,0
270799,996199,32,69,644,3,2,12,9.51,0,0.98,355125,63355,0,1,1
33642,189977,23,54,320,0,1,12,22.64,3,0.33,378739,131956,0,0,1
214931,371326,5,31,858,5,4,48,5.76,7,0.78,297927,82305,0,1,1
135197,680484,9,51,567,3,2,24,13.79,2,0.79,382467,14512,1,0,1
103915,749743,17,58,437,4,1,60,20.83,5,0.68,46680,184074,0,0,1
102842,396170,6,67,811,4,3,48,12.77,2,0.41,344682,55833,0,0,0
276298,899688,9,44,536,6,1,48,21.93,0,0.71,472061,47457,1,1,1
159284,10433,27,61,855,3,4,48,24.01,4,0.81,254784,41407,0,1,1
275874,485582,38,44,868,7,4,48,12.43,6,0.93,212432,71863,1,1,1
299592,850149,33,54,857,2,3,48,5.09,5,0.46,29507,15494,0,0,1
243167,351330,33,40,598,6,4,36,6.64,5,0.96,293955,99382,1,0,1
118294,582180,26,21,809,2,0,24,16.98,7,0.53,307429,199740,0,0,1
252919,798246,2,35,557,4,0,48,15.03,1,0.54,153612,151981,0,1,1
140471,989701,6,26,424,4,2,24,8.47,0,0.3,15346,194119,1,1,1
262995,758344,14,42,779,2,2,36,14.92,7,0.34,362425,120736,0,1,1
187414,977648,38,58,638,5,3,24,24.84,7,0.3,468176,53303,1,0,1
282184,277682,34,56,591,2,1,12,12.68,2,0.3,237158,114329,0,0,0
190821,515618,0,51,876,6,0,24,19.02,1,0.34,497429,172241,0,0,1
257521,72738,13,33,487,7,2,60,16.21,4,0.92,254915,173319,0,0,1
84172,596477,25,62,448,7,4,60,23.66,7,0.4,288369,120854,0,1,1
61992,753508,21,47,832,0,3,60,16.22,8,0.91,142639,155529,0,0,1
185659,921804,19,23,881,3,3,48,9.92,6,0.18,329107,103280,0,1,1
100894,857994,35,22,373,1,4,24,9.81,5,0.27,258130,91520,1,1,1
104498,414576,35,21,699,4,3,12,5.82,1,0.24,168332,68473,0,0,0
116195,75502,34,55,546,3,2,48,12.39,3,0.51,161394,187067,1,1,0
51363,72571,15,67,512,4,2,12,23.09,4,0.85,146808,46832,0,0,1
32812,202260,5,40,619,3,2,12,12.29,2,0.56,52009,195279,1,1,0
265514,560872,21,32,651,6,2,60,10.65,5,0.45,372266,8921,0,0,1
29085,849859,6,48,392,0,1,36,18.72,4,0.95,19610,190570,0,0,1
88342,832987,30,68,469,4,1,48,12.38,2,0.83,493571,135183,0,1,1
251655,62154,16,43,872,5,0,60,9.82,1,0.89,163939,115960,0,1,0
189527,51277,15,65,646,6,1,60,23.02,2,0.18,410539,17944,0,0,0
80157,789746,39,36,818,5,2,12,13.65,4,0.19,291866,103333,1,1,1
115795,5848,13,22,404,2,2,60,23.95,3,0.11,123423,1116,1,1,0
208150,831234,8,22,711,3,2,48,21.77,6,0.82,267597,159157,1,0,1
70939,649910,15,67,300,7,3,36,10.45,6,0.18,236692,88698,0,1,1
292584,349003,7,58,760,0,0,48,15.31,2,0.64,17835,176288,1,0,0
194440,159784,26,27,842,2,0,36,15.74,0,0.43,117897,94289,1,0,0
257744,634253,13,28,638,1,4,24,18.34,1,0.29,272670,37607,0,0,0
121427,974589,1,61,575,6,3,48,18.96,7,0.49,399954,37375,1,1,1
25665,814407,39,41,508,4,3,48,20.06,2,0.31,136429,7444,1,1,1
126517,456048,23,63,738,2,4,36,10.02,6,0.17,305643,95925,1,0,1
23390,641749,7,26,549,5,2,48,7.16,9,0.68,403354,102438,1,0,1
290503,608117,6,33,466,3,2,24,13.54,9,0.76,49135,22735,1,0,1
242245,495490,14,35,688,2,4,36,18.33,9,0.54,216349,8499,0,0,1
152853,650574,22,43,468,3,4,36,5.82,5,0.42,320408,168405,0,0,1
206090,553677,28,69,601,4,0,12,14.51,6,0.56,307666,51787,1,1,1
148566,745274,26,26,721,0,3,36,21.24,1,0.16,418028,51074,1,1,0
110743,810186,10,66,580,6,4,12,6.04,8,0.51,137674,12886,1,0,1
209866,632556,8,60,778,3,3,24,19.25,1,0.29,104204,3517,0,1,0
248997,735517,33,41,640,3,0,60,20.88,0,0.29,96199,159897,0,1,0
97064,249709,32,67,656,0,4,36,16.21,4,0.89,27070,82679,0,1,1
69394,299343,28,55,569,2,2,48,10.99,1,0.88,403897,60322,1,0,1
211064,716447,13,55,408,1,1,48,16.7,3,0.28,78664,196163,1,0,1
92441,972884,30,67,810,2,0,60,11.89,4,0.68,205349,77918,1,1,1
90174,781140,37,48,469,0,2,48,11.36,2,0.57,124671,51521,0,0,1
73797,709832,38,35,781,0,2,36,14.71,0,0.38,222397,76547,1,0,0
182441,778874,26,34,676,7,3,48,8.5,5,0.75,319942,23510,0,0,1
76060,266300,17,36,401,2,0,48,21.59,2,0.56,28083,71415,1,1,1
23501,542727,10,49,373,0,4,48,22.98,6,0.28,415907,21315,0,0,1
119685,55088,34,64,687,0,2,12,16.27,6,0.42,57356,16529,0,1,0
84127,72683,17,64,565,4,1,24,17.6,9,0.91,2404,75832,0,0,1
207037,618151,6,31,782,2,3,12,12.79,8,0.9,423690,159461,1,0,1
79198,522700,18,59,730,4,3,48,24.99,0,0.97,236889,20437,1,1,1
261234,351096,27,45,629,6,0,48,23.71,7,0.88,227382,71069,0,1,1
243132,451790,6,26,521,3,0,24,7.11,6,0.45,17819,130086,1,1,1
294369,529529,1,68,693,5,0,48,13.32,1,0.69,85292,108147,0,1,0
152824,129972,31,36,802,1,4,48,18.97,2,0.77,23937,115573,0,1,0
177385,567207,21,65,674,4,2,48,6.66,1,0.56,292899,178997,1,0,0
275765,355747,29,51,486,7,1,36,13.8,9,0.65,322959,121707,1,0,1
146889,128629,13,54,621,3,3,48,13.72,1,0.12,7615,12030,1,0,0
76734,839317,2,39,648,5,3,36,10.69,6,0.42,344954,157279,1,0,1
38774,142868,8,48,478,3,0,12,18.91,8,0.81,180229,42654,0,1,1
177437,90980,14,36,719,7,0,24,16.21,3,0.76,210755,54710,1,1,0
134049,63801,5,64,620,1,2,48,14.53,2,0.33,80251,15812,0,1,0
122240,81967,24,41,517,2,4,36,9.72,1,0.43,153742,50893,1,1,0
103415,789256,39,54,347,7,4,48,14.82,3,0.28,431353,82442,1,1,1
210603,233782,3,42,589,6,1,60,22.73,0,0.44,179133,143481,0,1,0
183044,293880,20,64,515,2,4,36,7.02,1,0.35,136473,165202,1,1,0
58984,114168,2,42,492,1,2,12,12.48,7,0.47,232869,28509,1,1,1
23370,773474,2,24,642,7,4,48,8.44,1,0.53,432174,75616,1,0,0
217867,88229,38,59,634,1,3,24,5.73,9,0.16,44496,22124,1,0,0
156898,948649,29,35,507,7,1,12,9.19,5,0.41,163658,64623,0,0,1
73227,291253,2,62,420,2,0,36,17.85,5,0.75,226750,101897,0,1,1
252406,40840,25,50,737,4,1,60,24.95,8,0.45,412529,103777,1,0,0
286839,56617,9,41,823,2,1,48,14.67,3,0.46,328362,60002,0,1,0
148677,582722,4,66,381,7,0,36,22.2,1,0.44,49931,181528,1,0,1
262685,760590,13,35,760,3,4,60,21.01,6,0.21,422591,8748,1,1,1
81930,337224,9,65,814,4,0,60,5.63,6,0.19,417198,91192,0,1,1
249313,750442,8,23,722,0,4,60,9.27,7,0.28,78799,42510,0,1,1
73653,9849,37,45,658,1,0,48,22.14,1,0.77,42501,126604,1,0,0
104414,190228,2,58,599,0,1,36,16.65,1,0.45,19050,117701,1,0,0
286187,242590,10,42,352,2,3,60,9.19,4,0.19,321924,11378,1,1,1
295730,65481,2,48,347,7,4,48,6.29,1,0.47,191076,69050,1,0,0
67530,659722,37,25,623,4,3,12,18.01,3,0.97,181251,181999,0,0,1
266713,219101,37,54,670,5,0,24,6.22,8,0.31,287810,8048,0,0,0
285041,7979,38,67,586,4,1,12,24.8,3,0.97,464721,7572,0,0,1
256904,17208,13,32,353,0,4,24,6.71,8,0.92,2232,10410,0,1,1
284174,298575,2,22,590,2,2,24,5.99,8,0.4,239043,21678,0,0,1
233585,853982,5,40,444,5,0,60,10.27,4,0.22,243011,186594,0,0,1
251207,826176,13,48,803,7,1,24,19.02,2,0.62,8098,109679,0,0,0
52879,978656,15,45,894,1,4,36,17.02,0,0.74,251174,91474,1,0,1
149770,45674,24,28,742,0,4,12,8.2,7,0.56,420919,20334,0,0,0
113846,507719,26,61,412,6,4,12,14.74,9,0.79,322381,67578,1,0,1
57238,510454,21,27,342,5,4,36,10.81,6,0.9,492106,4737,0,0,1
176492,669714,10,63,780,4,0,24,12.16,7,0.95,334047,7070,1,0,1
154150,488112,36,63,402,4,2,12,14.75,9,0.63,225452,21651,0,0,1
59489,695410,18,66,461,5,4,36,7.05,9,0.37,156821,57874,1,0,1
286114,693901,18,30,683,4,4,36,8.57,8,0.74,355826,180043,0,1,1
200585,161521,15,45,514,2,4,60,5.93,1,0.79,407794,107920,0,1,1
55579,548721,29,52,364,1,4,12,22.6,6,0.34,255464,83978,0,0,1
203046,997241,7,36,424,3,0,48,23.47,1,0.33,240525,170090,0,0,1
275683,797364,29,22,857,2,3,12,6.35,8,0.32,477857,18057,1,0,1
263700,39512,7,34,776,4,3,12,6.89,4,0.97,359200,177551,0,0,1
296150,318571,36,23,692,5,2,48,5.97,4,0.62,116178,177749,0,1,0
99477,653888,28,41,625,0,3,12,13.2,7,0.6,115890,170368,0,0,1
133035,750553,13,63,443,4,0,60,10.89,5,0.98,294977,4404,0,0,1
119209,988712,35,35,645,1,2,36,20.93,4,0.48,321818,121133,0,1,1
136570,162884,35,36,872,6,2,12,15.02,7,0.37,496074,86417,1,1,0
249867,615321,38,54,407,2,2,12,13.18,9,0.15,341570,15564,0,1,1
164787,890766,11,46,479,6,3,48,6.54,4,0.35,445776,110255,1,1,1
198552,952484,12,51,347,2,3,24,18.97,4,0.71,296435,527,0,0,1
273571,579660,11,42,361,2,2,12,24.59,7,0.85,24473,193435,0,1,1
147634,902423,13,69,757,5,1,60,18.52,4,0.26,76282,1889,1,1,1
252262,393036,9,49,663,0,3,36,11.67,2,0.15,57463,140894,0,0,0
294751,873425,7,29,311,1,3,24,12.21,7,0.73,455685,9094,1,1,1
271892,672646,23,48,555,5,2,24,23.35,7,0.19,21919,85905,1,1,1
67328,832804,36,67,344,6,4,60,18.8,5,0.41,387952,188809,1,0,1
111424,193828,24,37,699,4,1,60,13.16,7,0.11,330811,34468,1,0,0
236601,313239,7,52,798,4,2,36,6.21,3,0.83,138823,133538,1,1,0
78141,29835,12,26,768,2,1,48,11.52,0,0.97,83712,51311,1,1,0
187224,38856,2,63,456,1,1,36,6.5,0,0.33,441894,71433,1,1,0
188544,649167,8,68,617,5,1,36,14.5,3,0.73,146090,32126,0,1,1
183465,825187,39,64,302,0,2,48,12.31,6,0.34,438121,178549,1,1,1
194872,673288,9,40,390,6,1,12,20.25,1,0.57,257603,177749,0,0,1
31254,935297,18,24,556,1,0,12,7.24,7,0.17,34296,34249,1,0,1
36102,289379,27,39,317,4,4,24,22.11,9,0.19,174993,149456,0,0,1
39029,112650,17,60,797,7,1,48,10.27,9,0.85,363513,103557,0,0,1
84739,995783,17,43,679,7,2,12,6.38,2,0.58,178838,124709,1,1,0
118613,564857,7,27,571,1,4,12,6.12,5,0.86,86029,163941,1,1,1
143664,480201,39,46,707,7,0,24,21.49,3,0.83,229214,184550,1,1,1
181689,649696,7,22,375,1,1,60,9.88,8,0.19,412337,127279,0,1,1
100727,93888,35,63,699,0,0,36,13.87,1,0.58,357820,191516,0,0,0
221729,874732,31,61,407,5,4,48,9.7,9,0.67,413069,88266,0,1,1
238714,10578,20,61,741,4,3,36,14.49,8,0.41,155896,44805,1,0,0
256273,243445,2,63,636,5,3,12,19.47,3,0.8,43978,140066,0,1,0
282106,393369,23,66,749,0,1,36,9.52,3,0.5,144571,834,0,1,0
107414,657393,15,62,367,6,2,12,19.19,4,0.63,388979,107862,0,1,1
68373,169902,18,59,519,5,0,36,12.1,1,0.72,175317,17535,0,1,1
207863,492911,21,25,540,0,3,12,13.78,5,0.7,7414,65990,1,0,1
29519,60931,21,62,558,0,2,48,5.55,8,0.59,236010,99974,1,0,1
140724,276480,12,44,676,4,2,12,21.83,0,0.24,498912,130503,0,1,0
235069,828891,11,66,478,5,4,24,17.95,4,0.9,333461,181690,0,0,1
278595,420952,27,27,338,5,3,12,9.63,5,0.15,164995,70074,0,0,1
26384,548494,7,28,666,7,2,48,5.57,3,0.56,293294,103430,0,1,0
199970,427838,8,43,311,7,4,60,8.07,3,0.65,275890,28967,0,1,1
142785,377847,19,21,302,3,2,60,22.65,9,0.3,362562,68892,0,1,1
57917,874776,14,27,549,2,0,36,16.01,2,0.41,26828,79967,0,1,1
26608,277963,3,26,552,0,4,48,17.05,2,0.88,239200,132878,1,1,1
259852,305835,23,45,830,7,4,48,20.57,7,0.31,256479,31853,1,0,0
247843,767747,5,21,724,7,1,48,9.81,4,0.2,115011,33522,0,1,1
105424,30309,22,53,445,5,3,60,16.21,0,0.1,132925,147302,0,1,0
157843,578440,39,65,715,6,0,12,17.7,8,0.97,285483,135794,1,1,1
76858,312958,14,41,621,5,1,12,6.78,9,0.94,373470,77094,1,0,1
298382,100522,29,49,767,3,0,24,20.09,4,0.85,213622,13465,0,0,1
176082,61395,19,35,396,4,1,36,17.2,7,0.71,173575,168640,0,1,1
186163,345368,26,58,515,1,4,48,12.41,0,0.95,116114,97774,0,0,1
186735,156119,26,42,458,4,4,48,20.23,7,0.7,366805,186834,1,1,1
115942,372259,33,52,486,5,1,12,15.9,5,0.65,9312,91603,0,1,1
131258,414375,32,58,897,5,0,60,23.66,6,0.35,41478,158634,0,1,1
123232,829045,9,37,580,6,0,48,11.95,4,0.97,218158,83078,0,1,1
88087,493374,8,56,665,6,3,36,7.6,2,0.83,350485,124847,1,1,1
48062,761514,7,33,335,0,1,60,7.51,5,0.64,421347,92485,1,1,1
96051,546567,13,58,687,0,3,48,14.97,7,0.35,470257,179804,1,1,1
273183,97690,0,64,446,0,1,12,15.05,7,0.27,356023,183476,1,0,1
249932,970724,9,43,711,0,2,48,23.08,8,0.18,445605,70926,0,1,1
28704,754148,3,25,720,1,4,36,15.1,6,0.58,40901,157735,0,0,1
162482,363898,17,39,355,7,2,12,22.99,4,0.63,297711,17038,1,0,1
91974,589271,29,65,341,0,4,48,9.21,4,0.6,423135,191350,0,1,1
156858,298635,25,37,844,3,4,48,19.22,2,0.32,329991,146278,1,1,0
187991,938268,13,38,797,0,3,24,14.85,8,0.41,461087,106116,1,0,1
229807,586117,28,46,597,4,4,60,14.44,5,0.15,132394,155542,0,0,1
91629,908792,8,29,455,1,0,24,11.88,1,0.4,41733,192781,1,1,1
148518,812026,36,66,825,6,1,48,23.08,0,0.54,406439,110626,1,0,0
48691,713267,21,47,682,0,2,24,24.17,3,0.91,100697,146718,0,0,1
43118,134597,23,41,574,4,0,36,9.96,4,0.95,448045,145436,1,0,1
156088,252424,34,46,733,5,3,24,14.18,0,0.53,60807,118248,1,0,0
172399,659162,35,45,536,3,1,36,10.59,1,0.34,385164,144708,0,1,1
192756,782522,30,34,639,2,2,60,9.24,6,0.85,172570,96226,1,1,1
234298,184315,14,30,853,3,4,60,17.72,9,0.63,158812,9589,0,0,0
107158,708595,6,25,620,7,2,12,23.36,7,0.35,256595,34260,1,0,1
165274,227425,34,39,440,7,2,48,6.23,7,0.98,173219,61111,0,1,1
211425,149075,26,37,701,7,0,36,11.33,1,0.37,267527,96904,1,0,0
52054,471576,33,26,413,5,2,12,7.46,3,0.5,9303,122718,0,0,1
193876,881580,24,31,568,0,4,48,15.04,1,0.84,145243,147972,0,1,1
278527,379747,5,49,672,3,0,12,5.71,1,0.47,436104,378,1,1,0
223653,998315,3,66,747,5,3,24,20.08,6,0.39,357233,115015,1,0,1
69015,803620,1,52,567,1,0,24,8.76,5,0.12,402702,140179,0,0,1
27624,228556,38,54,686,4,0,60,18.59,2,0.18,390177,132614,1,0,0
76215,991725,13,40,697,3,4,36,15.15,1,0.37,320580,49846,0,0,0
229157,46602,3,21,443,2,1,60,6.41,2,0.41,156794,107597,0,0,0
214963,687946,34,38,801,7,2,12,24.31,3,0.26,381935,128141,1,1,0
125233,787668,12,68,850,0,4,60,22.25,3,0.93,476990,66283,0,0,1
157492,847436,28,42,566,3,0,24,14.02,4,0.91,404464,40763,0,1,1
155103,107292,33,31,734,0,1,24,15.94,1,0.24,406920,185411,0,0,0
80068,495856,25,35,563,5,0,60,15.4,8,0.12,364206,118181,1,1,1
256818,773278,38,63,794,4,2,36,12.25,0,0.27,455038,139395,1,0,0
59128,213942,25,67,459,4,4,60,22.35,8,0.41,324895,182931,0,0,1
234839,954461,3,37,512,2,2,60,11.94,6,0.66,439390,146398,1,1,1
261053,135593,13,43,697,6,3,60,20.36,0,0.39,461975,173168,1,1,0
273545,380513,10,34,871,7,0,24,6.89,6,0.88,409316,117867,1,0,1
254921,240310,2,44,453,6,2,60,21.88,2,0.97,208390,123984,1,1,1
284244,445478,22,38,709,0,4,48,13.24,8,0.35,355696,105051,0,1,0
226049,422826,7,23,770,0,1,48,21.48,6,0.76,335972,169491,1,1,1
283881,416526,25,27,864,4,3,24,11.52,6,0.77,240201,179711,0,0,1
146549,44399,13,38,810,3,3,24,24.15,5,0.74,52091,71399,0,0,1
247889,348852,4,32,775,6,0,60,7.36,4,0.55,445128,91162,1,1,0
161182,577216,21,46,694,6,2,24,23.7,5,0.59,33584,100596,1,1,1
268514,612967,13,63,822,6,4,60,15.99,6,0.52,226132,46162,0,0,1
168848,730501,11,69,890,2,0,48,7.27,6,0.21,388276,104109,0,1,1
159511,7676,2,68,508,0,1,24,19.28,0,0.19,182899,23765,0,0,0
240635,122653,29,22,569,5,0,24,23.82,8,0.4,477567,89113,0,0,1
144565,471542,19,44,357,4,2,48,13.24,8,0.61,388048,31805,1,1,1
203656,819917,2,28,873,3,3,48,12.25,8,0.58,198530,146508,1,0,1
179632,392732,32,38,858,0,1,24,7.35,7,0.39,430823,166305,0,1,1
202305,260212,12,40,372,6,4,60,17.77,8,0.81,11335,33426,0,0,1
291683,334062,17,40,490,3,1,24,18.63,2,0.4,221997,71346,1,1,0
271104,358840,10,61,441,0,2,36,9.38,1,0.14,280184,178229,0,1,0
204960,147382,25,27,548,1,0,24,14.77,4,0.39,68245,165617,0,1,1
248831,720876,6,35,682,7,1,60,12.04,6,0.48,199155,38649,1,1,1
21854,15138,25,59,762,7,3,48,15.85,9,0.51,3165,37238,0,1,0
63904,257681,2,67,439,6,1,24,14.03,1,0.5,398882,148201,1,0,1
58108,826845,0,38,724,2,2,12,16.17,8,0.42,373123,34937,0,1,1
143280,565555,16,45,870,6,0,48,14.2,6,0.24,305822,31051,1,1,1
98907,257850,11,56,742,6,2,24,21.19,2,0.72,269012,178717,0,1,1
34976,894233,37,62,705,3,1,12,17.5,7,0.92,74524,110189,1,1,1
98216,43851,8,22,357,7,1,36,11.36,0,0.36,214970,155722,1,0,0
207295,146036,16,45,401,1,2,24,24.76,7,0.59,119616,77659,0,0,1
245860,16237,38,25,426,5,4,48,9.29,0,0.78,355973,136794,1,0,1
288301,257197,17,58,651,0,3,24,22.5,4,0.3,234563,50158,1,0,0
101581,179627,22,23,691,3,3,12,20.83,7,0.76,256930,188453,1,1,1
108533,377027,26,48,730,5,2,60,5.59,7,0.56,321919,172495,1,1,1
139194,970315,1,29,410,7,1,48,8.53,4,0.14,114164,80053,0,0,1
266563,603252,26,22,459,5,3,12,20.07,3,0.18,22233,618,0,1,1
247871,690641,14,42,405,1,4,60,21.14,4,0.92,381630,144164,1,0,1
284820,853735,36,23,589,5,4,60,18.34,8,0.93,480133,80448,1,1,1
21215,255697,4,51,866,4,1,60,6.42,0,0.13,40972,75552,0,0,0
166932,110194,30,64,647,0,2,12,24.13,7,0.25,484802,87612,0,0,0
182812,385332,36,45,762,0,2,36,17.01,9,0.23,322566,111656,0,1,1
152041,279761,34,54,887,0,3,48,21.09,0,0.77,83502,90854,1,1,0
20600,537938,18,23,840,5,1,60,5.46,9,0.26,390723,27905,0,1,1
226132,969209,27,61,737,6,4,12,5.3,9,0.2,159020,74647,1,1,1
153788,883216,1,47,340,6,2,60,24.63,6,0.69,398477,109863,0,1,1
299309,380820,35,57,419,5,2,12,22.45,4,0.71,383489,81867,1,0,1
283578,144448,19,31,418,7,3,48,5.3,6,0.64,370030,194308,0,0,1
34852,870257,2,39,764,4,2,24,9.67,8,0.28,83057,47995,0,0,1
188178,500697,7,57,355,5,1,36,18.12,3,0.74,282664,168383,0,1,1
176664,788726,39,58,473,1,2,12,15.45,4,0.99,494505,116190,1,0,1
210635,136384,29,50,460,3,0,60,23.3,1,0.81,148447,7781,1,1,1
219310,561196,11,29,421,4,0,12,6.09,1,0.82,219205,117674,1,0,1
40375,7990,38,57,860,5,0,24,10.59,9,0.85,114747,101595,1,1,1
28651,107922,16,46,849,5,1,24,18.94,7,0.58,98485,11885,0,0,1
101725,228131,1,69,661,1,4,36,5.28,8,0.93,157730,71430,0,0,1
102451,682381,36,39,832,5,1,24,20.25,3,0.76,484850,121108,0,1,1
153049,979752,22,61,658,6,2,60,17.82,3,0.6,365222,181607,0,1,0
228077,780053,38,44,481,4,1,48,10.54,2,0.79,18704,1879,1,0,1
66828,416420,26,33,712,7,2,12,5.09,4,0.26,47030,64572,0,0,1
72916,779246,18,26,780,2,0,60,17.34,5,0.9,497965,169743,0,1,1
72727,510486,1,40,645,1,2,36,9.53,2,0.21,202378,121370,0,1,1
147634,135543,31,68,318,5,1,60,10.63,4,0.35,338226,103977,1,0,1
92150,715327,32,53,879,7,3,36,14.09,3,0.24,170923,35679,1,1,0
123120,928460,39,69,551,5,0,36,5.94,2,0.7,72378,58108,1,1,1
140537,860381,22,48,795,6,4,24,18.61,3,0.95,462180,33873,1,0,1
267725,555899,13,66,836,0,3,24,15.76,8,0.88,58585,90848,1,1,1
69202,534566,15,46,601,3,0,24,15.65,4,0.71,401229,102889,1,1,1
151871,245402,33,51,780,6,1,60,5.72,0,0.64,384529,46424,1,0,0
292083,387706,39,59,467,1,3,24,13.84,9,0.38,98153,133977,0,0,1
243695,278553,19,40,650,4,1,12,6.36,0,0.16,97317,94727,0,1,0
190482,507969,35,36,761,0,4,36,16.02,5,0.39,134797,32080,0,0,1
36620,124493,28,50,868,1,3,36,6.12,1,0.2,53626,63991,1,1,0
116553,876624,8,49,870,6,4,24,19.57,7,0.32,11815,87445,1,1,1
211278,13221,8,59,591,2,1,12,21.13,5,0.63,373295,61338,1,1,1
64055,582246,24,41,360,1,2,12,13.94,0,0.16,485108,127166,0,0,1
40885,65578,16,43,532,3,4,12,7.39,0,0.88,182494,20876,0,1,1
169168,826993,6,42,745,1,4,60,5.7,4,0.38,119881,45681,1,0,1
45526,143127,15,27,342,7,3,24,11.92,6,0.35,264247,16881,1,1,1
23796,591976,36,34,748,0,0,36,17.08,9,0.15,330294,3164,0,1,1
137061,232651,17,61,872,0,2,36,17.24,4,0.82,254886,141267,1,1,1
275309,629094,38,21,798,0,2,12,20.9,8,0.12,389490,120833,1,0,1
74571,62085,13,38,411,5,3,60,14.71,0,0.98,387572,127538,0,0,1
234691,538280,17,28,539,6,4,36,17.99,3,0.87,188856,22096,0,1,1
226936,421249,7,32,786,2,0,24,17.43,9,0.63,63987,30598,1,1,0
155182,153209,24,26,686,7,2,24,18.79,5,0.21,278146,76116,1,1,0
274585,370811,19,38,527,1,1,12,16.79,7,0.76,111132,924,0,1,1
199517,647851,0,61,565,2,0,48,8.46,9,0.3,332469,197666,1,0,1
193915,528018,23,61,766,5,3,24,5.99,8,0.69,330240,128046,0,0,1
50897,463427,12,25,306,1,1,36,15.16,7,0.17,319853,153711,0,1,1
254957,651775,10,25,846,0,1,60,16.13,8,0.25,491386,22898,1,0,1
161580,136843,37,36,708,6,4,12,13.03,6,0.4,173396,71252,0,0,0
150564,338042,32,22,383,2,4,60,24.98,7,0.89,370817,13357,0,1,1
71538,717547,29,55,518,4,3,60,9.1,0,0.71,21656,115368,0,0,1
282312,394636,16,38,528,6,1,12,10.03,3,0.33,368245,181451,1,1,0
85055,800839,4,57,684,5,2,24,21.75,4,0.54,296847,171884,0,1,1
73117,311004,38,23,602,2,2,60,13.32,6,0.66,240192,20113,0,0,1
105128,683604,21,53,586,5,4,12,24.26,4,0.23,274886,190134,0,1,1
213130,690699,14,62,794,4,0,36,9.77,4,0.65,54873,107828,0,1,1
175628,785265,9,61,652,5,4,36,23.4,9,0.15,414748,53563,1,1,1
262432,523769,37,41,665,1,1,48,18.72,8,0.7,484997,34172,0,1,0
280558,189610,0,57,621,5,2,48,12.87,6,0.72,124480,31874,0,0,1
36159,180129,14,48,380,7,1,36,15.36,6,0.21,193094,61882,0,0,1
147457,714273,28,64,677,5,2,12,19.71,9,0.35,249089,180522,0,0,1
103633,364954,20,35,336,4,2,24,12.16,0,0.57,278661,34680,1,1,1
151002,639916,14,54,752,4,1,60,12.45,5,0.29,124738,120631,1,0,1
55280,996882,34,25,441,4,3,12,15.26,8,0.79,444023,78090,0,0,1
204813,997639,4,43,606,0,0,60,13.74,8,0.81,51212,146623,1,0,1
99370,362406,18,61,330,7,3,24,11.7,0,0.68,402673,72755,1,1,1
120982,701721,13,53,386,7,2,60,18.61,6,0.8,360389,108584,0,1,1
53049,646226,14,66,859,7,4,12,23.44,4,0.22,132690,15889,1,0,1
233421,706439,18,53,647,7,4,48,20.78,5,0.19,249779,169215,0,0,1
161892,395699,26,27,329,7,1,24,9.29,8,0.93,404682,54709,1,0,1
213369,319639,15,42,755,6,1,60,8.57,1,0.51,193442,36715,0,1,0
298149,253761,18,35,782,3,3,24,10.03,7,0.8,195909,187022,1,0,1
245532,553353,22,28,361,7,1,24,12.8,5,0.15,307935,30016,1,0,1
238154,647618,35,61,658,4,0,36,16.53,6,0.91,27415,10239,1,1,1
142793,131197,17,36,589,1,1,48,15.82,7,0.98,42866,64329,0,1,1
90168,846183,23,21,793,6,3,48,17.98,8,0.15,420205,113812,0,1,1
260513,576767,6,49,475,2,3,48,13.4,2,0.97,138752,81155,1,0,1
128813,44417,24,54,352,5,0,12,17.36,3,0.37,246964,63278,0,1,0
235655,583735,6,23,423,0,3,60,18.09,5,0.27,435173,62194,1,0,1
292678,899447,4,68,306,0,0,60,16.53,2,0.77,217589,148548,0,1,1
107855,827229,23,47,887,1,4,48,23.73,9,0.28,334449,78070,1,1,1
260087,370219,19,40,717,2,2,36,18.62,6,0.7,419999,165543,0,1,0
20816,217003,20,21,549,7,2,36,7.77,1,0.11,461229,46022,1,0,1
277184,581618,19,27,731,7,0,60,12.34,5,0.25,86608,24483,0,1,1
140876,883616,9,32,771,5,2,24,11.74,8,0.78,226223,147355,1,1,1
